"","normal_1","normal_2","normal_3","fibrosis_1","fibrosis_2","fibrosis_3","fibrosis_4"
"ENSMUSG00000093319",0,0,0,0,0,0,0
"ENSMUSG00000031510",0,0,1,0,0,0,0
"ENSMUSG00000031511",2915,2229,3263,2456,2570,2335,2132
"ENSMUSG00000086500",0,0,0,0,0,2,0
"ENSMUSG00000031512",2,0,2,3,6,3,2
"ENSMUSG00000074473",0,0,0,0,0,0,0
"ENSMUSG00000101899",0,0,0,0,0,0,0
"ENSMUSG00000089234",0,0,0,0,0,0,0
"ENSMUSG00000047935",0,0,0,1,2,1,3
"ENSMUSG00000096014",0,0,0,0,0,0,0
"ENSMUSG00000092656",0,0,0,0,0,0,0
"ENSMUSG00000097421",0,3,2,30,34,73,25
"ENSMUSG00000010435",0,0,3,174,106,166,61
"ENSMUSG00000000759",1098,906,1290,1658,1665,1580,1327
"ENSMUSG00000088641",0,0,0,0,0,0,0
"ENSMUSG00000054910",4,3,7,15,23,20,7
"ENSMUSG00000074469",30,59,70,16,47,16,30
"ENSMUSG00000031441",28274,27775,25095,18234,25383,17644,20215
"ENSMUSG00000084780",5,2,2,0,3,2,0
"ENSMUSG00000085465",70,58,82,68,84,61,76
"ENSMUSG00000031442",830,592,1133,567,758,726,578
"ENSMUSG00000079146",1,0,1,3,1,0,0
"ENSMUSG00000086770",3,4,7,3,7,5,6
"ENSMUSG00000105030",0,0,0,0,0,0,0
"ENSMUSG00000082682",1,1,0,2,0,0,0
"ENSMUSG00000081951",0,0,0,0,0,0,0
"ENSMUSG00000031443",3,1,4,73,157,59,98
"ENSMUSG00000031444",5,4,5,251,292,107,262
"ENSMUSG00000031445",234,180,308,51,64,45,67
"ENSMUSG00000091443",4,1,0,4,0,2,3
"ENSMUSG00000038542",497,392,612,589,632,661,443
"ENSMUSG00000091784",30,20,34,58,31,27,25
"ENSMUSG00000031446",2168,1662,2587,1944,2167,1981,1792
"ENSMUSG00000098532",0,0,0,0,0,0,0
"ENSMUSG00000031447",33943,28539,39098,25070,30311,22900,24561
"ENSMUSG00000038515",1246,1126,1397,528,609,551,533
"ENSMUSG00000088054",8,4,13,0,2,0,2
"ENSMUSG00000099338",146,118,141,45,68,42,36
"ENSMUSG00000031448",0,4,3,2,1,0,1
"ENSMUSG00000038506",1148,1176,1141,1000,1145,1024,847
"ENSMUSG00000107531",23,24,16,10,11,11,4
"ENSMUSG00000089026",0,1,1,0,0,1,1
"ENSMUSG00000107742",62,89,73,34,33,40,17
"ENSMUSG00000038497",2154,2234,2256,978,1260,997,1046
"ENSMUSG00000038482",430,321,513,936,895,884,801
"ENSMUSG00000031449",0,0,1,0,0,0,0
"ENSMUSG00000031450",0,0,1,3,1,3,1
"ENSMUSG00000038457",5,10,11,14,32,34,24
"ENSMUSG00000031451",12727,11209,16853,9752,13228,10586,9997
"ENSMUSG00000031452",1,0,0,0,0,0,0
"ENSMUSG00000031453",219,213,392,1058,1076,1115,1021
"ENSMUSG00000090336",0,0,0,0,1,0,0
"ENSMUSG00000038416",1149,1077,1360,1907,1682,1565,1372
"ENSMUSG00000038398",605,574,673,723,890,792,567
"ENSMUSG00000057116",0,0,0,0,1,0,0
"ENSMUSG00000047710",796,615,819,811,1027,970,875
"ENSMUSG00000104767",0,0,0,0,0,0,0
"ENSMUSG00000065817",0,0,0,0,0,0,0
"ENSMUSG00000031458",389,442,440,291,319,342,256
"ENSMUSG00000068631",1,0,0,1,1,1,0
"ENSMUSG00000038365",655,615,808,633,635,673,594
"ENSMUSG00000050052",975,921,964,617,779,644,593
"ENSMUSG00000051978",130,92,148,166,177,135,131
"ENSMUSG00000074461",22,26,28,4,15,3,13
"ENSMUSG00000047495",0,0,0,0,0,0,0
"ENSMUSG00000085371",3,0,1,0,2,1,0
"ENSMUSG00000088311",0,0,0,0,0,0,0
"ENSMUSG00000106670",0,0,0,0,0,0,0
"ENSMUSG00000084945",0,0,0,0,0,0,0
"ENSMUSG00000026317",599,514,701,736,725,822,653
"ENSMUSG00000071176",438,324,594,780,609,684,477
"ENSMUSG00000090024",1,1,3,5,4,2,4
"ENSMUSG00000055675",842,552,1138,525,695,549,588
"ENSMUSG00000098322",0,0,1,0,4,4,5
"ENSMUSG00000102615",45,38,58,18,25,15,7
"ENSMUSG00000049008",9,8,10,7,4,4,1
"ENSMUSG00000031461",450,305,291,352,308,387,225
"ENSMUSG00000083000",0,0,0,0,0,0,0
"ENSMUSG00000077503",0,0,0,0,0,0,0
"ENSMUSG00000089459",0,0,0,0,0,0,0
"ENSMUSG00000094608",0,0,0,0,0,0,0
"ENSMUSG00000094971",0,0,0,0,0,0,0
"ENSMUSG00000060924",79,98,88,172,182,217,153
"ENSMUSG00000093142",0,0,0,0,0,0,0
"ENSMUSG00000085150",0,0,0,0,1,0,0
"ENSMUSG00000087363",0,0,0,0,0,0,0
"ENSMUSG00000087892",0,0,0,0,0,0,0
"ENSMUSG00000088320",0,0,0,0,0,0,0
"ENSMUSG00000077675",0,0,0,0,0,0,0
"ENSMUSG00000039842",178,119,219,317,360,316,243
"ENSMUSG00000077287",0,0,0,0,0,0,0
"ENSMUSG00000087300",0,0,0,0,1,2,0
"ENSMUSG00000090334",1,0,1,1,1,1,2
"ENSMUSG00000031465",968,364,1421,831,1188,697,797
"ENSMUSG00000031467",579,542,685,701,749,672,609
"ENSMUSG00000039814",0,1,1,14,13,12,6
"ENSMUSG00000088420",0,0,0,0,0,0,0
"ENSMUSG00000053678",0,0,0,0,0,0,0
"ENSMUSG00000053695",0,0,0,1,0,0,0
"ENSMUSG00000053790",0,0,0,0,0,0,0
"ENSMUSG00000080726",0,0,0,0,0,0,0
"ENSMUSG00000061847",0,0,0,0,0,0,0
"ENSMUSG00000043787",0,0,0,0,0,0,0
"ENSMUSG00000052554",0,0,0,0,0,0,0
"ENSMUSG00000059463",0,0,0,0,0,0,0
"ENSMUSG00000079842",0,0,0,0,0,0,0
"ENSMUSG00000046354",0,0,0,0,0,1,0
"ENSMUSG00000059230",0,0,0,0,0,0,0
"ENSMUSG00000081163",0,0,0,0,0,0,0
"ENSMUSG00000050756",0,0,0,0,0,1,0
"ENSMUSG00000071169",0,0,0,0,0,0,0
"ENSMUSG00000039785",0,0,0,0,0,0,0
"ENSMUSG00000081901",0,0,0,0,0,0,0
"ENSMUSG00000039775",0,0,0,0,0,0,0
"ENSMUSG00000081154",0,0,0,0,0,0,0
"ENSMUSG00000082710",0,0,0,0,0,0,0
"ENSMUSG00000031471",0,0,0,0,0,0,0
"ENSMUSG00000080894",0,0,0,0,0,0,0
"ENSMUSG00000081094",5,2,8,11,7,5,11
"ENSMUSG00000098798",0,0,0,0,0,0,0
"ENSMUSG00000037790",0,0,0,0,0,0,0
"ENSMUSG00000082650",0,0,0,0,0,0,0
"ENSMUSG00000098476",0,0,0,0,0,0,0
"ENSMUSG00000083218",8,3,12,9,14,4,5
"ENSMUSG00000081920",4,1,2,1,0,0,0
"ENSMUSG00000087153",60,65,70,113,129,107,109
"ENSMUSG00000096265",0,0,0,0,0,1,0
"ENSMUSG00000097230",0,0,0,2,0,1,2
"ENSMUSG00000094614",2,2,3,4,5,7,3
"ENSMUSG00000096401",47,33,61,63,92,70,46
"ENSMUSG00000071796",22,20,31,47,42,29,17
"ENSMUSG00000097263",0,0,0,0,0,0,0
"ENSMUSG00000074449",0,0,1,0,0,0,0
"ENSMUSG00000071793",42,39,54,84,79,77,43
"ENSMUSG00000095403",81,145,173,310,326,289,178
"ENSMUSG00000095766",0,0,0,0,2,0,0
"ENSMUSG00000095294",0,0,0,0,0,0,0
"ENSMUSG00000094421",0,0,0,0,0,0,0
"ENSMUSG00000096890",0,1,0,2,0,0,1
"ENSMUSG00000094534",0,0,0,0,0,0,1
"ENSMUSG00000095803",0,0,0,0,0,0,0
"ENSMUSG00000094844",0,0,0,0,0,0,0
"ENSMUSG00000093800",0,0,0,0,0,0,0
"ENSMUSG00000074454",0,0,0,0,0,0,0
"ENSMUSG00000082976",0,0,0,0,3,1,0
"ENSMUSG00000071165",0,0,0,0,0,0,0
"ENSMUSG00000079120",0,0,0,0,1,0,0
"ENSMUSG00000074447",0,0,0,0,0,0,0
"ENSMUSG00000094406",0,0,0,0,0,0,0
"ENSMUSG00000074446",0,0,0,0,0,0,0
"ENSMUSG00000061845",0,0,0,0,0,0,0
"ENSMUSG00000087663",0,0,0,0,0,0,0
"ENSMUSG00000094687",0,0,0,0,0,0,0
"ENSMUSG00000085898",3,0,2,3,0,1,0
"ENSMUSG00000061958",0,0,0,0,0,0,0
"ENSMUSG00000094516",0,0,0,0,0,0,0
"ENSMUSG00000085173",0,0,0,0,0,0,0
"ENSMUSG00000083509",0,0,0,0,0,0,0
"ENSMUSG00000074444",0,0,0,1,0,0,0
"ENSMUSG00000074443",0,0,0,0,0,0,0
"ENSMUSG00000095431",0,0,0,0,0,0,0
"ENSMUSG00000074442",0,0,0,0,0,0,0
"ENSMUSG00000079116",0,0,0,0,0,0,0
"ENSMUSG00000094321",0,0,0,0,0,0,0
"ENSMUSG00000095328",0,0,0,0,0,0,0
"ENSMUSG00000080722",0,0,0,0,0,0,0
"ENSMUSG00000082957",0,0,0,0,0,0,0
"ENSMUSG00000074441",0,0,0,0,0,0,0
"ENSMUSG00000094180",0,0,0,0,0,0,0
"ENSMUSG00000074440",0,0,0,0,0,0,0
"ENSMUSG00000074439",0,0,0,0,0,0,0
"ENSMUSG00000083251",0,0,0,0,0,0,0
"ENSMUSG00000082211",0,0,0,0,0,0,0
"ENSMUSG00000074437",0,0,0,0,0,0,0
"ENSMUSG00000095221",0,0,0,0,0,0,0
"ENSMUSG00000084377",0,0,1,0,0,0,0
"ENSMUSG00000082918",0,0,0,0,0,0,0
"ENSMUSG00000096295",0,0,0,0,0,0,0
"ENSMUSG00000094362",0,0,0,0,0,0,0
"ENSMUSG00000094662",0,0,0,0,0,0,0
"ENSMUSG00000084344",0,0,0,0,0,0,0
"ENSMUSG00000074436",0,0,0,0,0,0,0
"ENSMUSG00000083106",0,0,0,0,0,0,0
"ENSMUSG00000079114",0,0,0,0,0,0,0
"ENSMUSG00000096558",0,0,0,0,0,0,0
"ENSMUSG00000081321",0,0,0,0,0,0,0
"ENSMUSG00000095925",0,0,0,0,0,0,0
"ENSMUSG00000095066",0,0,0,0,0,0,0
"ENSMUSG00000094818",0,0,0,0,0,0,0
"ENSMUSG00000075934",0,0,0,0,0,0,0
"ENSMUSG00000065956",0,0,0,0,0,0,0
"ENSMUSG00000083987",0,0,0,0,0,0,0
"ENSMUSG00000074434",0,0,0,0,0,0,0
"ENSMUSG00000084041",0,0,0,0,0,0,0
"ENSMUSG00000079113",0,0,0,0,0,0,0
"ENSMUSG00000095703",0,0,0,0,0,0,0
"ENSMUSG00000082323",0,0,0,0,0,0,0
"ENSMUSG00000060070",0,0,0,0,0,0,0
"ENSMUSG00000084366",0,0,0,0,0,0,0
"ENSMUSG00000060208",0,0,0,0,0,0,0
"ENSMUSG00000063206",0,0,0,0,0,0,0
"ENSMUSG00000082859",0,0,0,0,0,0,0
"ENSMUSG00000095813",0,0,0,0,0,0,0
"ENSMUSG00000058618",0,0,0,0,0,0,0
"ENSMUSG00000095507",0,0,0,0,0,0,0
"ENSMUSG00000081668",0,0,0,0,0,0,0
"ENSMUSG00000096340",0,0,0,0,0,0,0
"ENSMUSG00000064213",0,0,0,0,0,0,0
"ENSMUSG00000084254",0,0,0,0,0,0,0
"ENSMUSG00000044748",6130,6188,7144,3318,5170,3374,4360
"ENSMUSG00000082698",0,0,0,0,0,0,0
"ENSMUSG00000058568",1,0,0,0,0,0,0
"ENSMUSG00000006570",6,6,8,4,9,7,3
"ENSMUSG00000044743",0,1,1,0,0,0,0
"ENSMUSG00000047390",0,1,0,0,0,0,0
"ENSMUSG00000045337",1,4,3,0,4,0,1
"ENSMUSG00000048500",2,0,0,0,0,0,0
"ENSMUSG00000058052",0,0,0,0,0,0,0
"ENSMUSG00000044222",0,0,0,0,0,0,0
"ENSMUSG00000079112",1,0,1,9,7,6,2
"ENSMUSG00000017049",0,0,0,0,0,0,0
"ENSMUSG00000006567",196,155,167,44,98,55,49
"ENSMUSG00000063362",711,641,761,734,805,674,692
"ENSMUSG00000037738",59,47,59,143,184,114,78
"ENSMUSG00000031478",102,111,112,242,201,208,163
"ENSMUSG00000037725",16,23,41,199,226,198,153
"ENSMUSG00000031479",1263,1014,1423,1526,1585,1421,1264
"ENSMUSG00000031480",116,92,158,209,169,286,125
"ENSMUSG00000090007",1,1,1,2,0,1,2
"ENSMUSG00000031481",16,15,25,4,5,3,0
"ENSMUSG00000031482",3671,3011,3910,989,1349,943,1291
"ENSMUSG00000099825",13,9,11,13,8,12,6
"ENSMUSG00000031533",783,700,933,530,574,526,486
"ENSMUSG00000031534",688,681,807,525,669,603,505
"ENSMUSG00000037656",1895,1527,1964,1316,1532,1340,1145
"ENSMUSG00000097042",384,306,484,384,530,471,368
"ENSMUSG00000008892",886,877,1162,1133,1123,1085,918
"ENSMUSG00000031535",1,0,0,1,0,1,0
"ENSMUSG00000031536",620,637,714,904,959,964,753
"ENSMUSG00000097839",8,0,7,2,12,11,7
"ENSMUSG00000031537",3109,2624,3267,3783,3843,4061,3341
"ENSMUSG00000085199",0,1,1,1,1,1,0
"ENSMUSG00000031538",1115,681,1294,5292,3324,5090,3236
"ENSMUSG00000031539",280,179,346,544,589,517,446
"ENSMUSG00000054822",6,0,1,4,3,3,4
"ENSMUSG00000089484",0,0,0,0,0,0,0
"ENSMUSG00000031540",2746,1451,2840,2020,2263,2043,1929
"ENSMUSG00000031543",13,10,11,21,27,29,17
"ENSMUSG00000106605",0,0,0,0,0,0,0
"ENSMUSG00000083285",0,0,0,0,0,0,0
"ENSMUSG00000086741",3,0,7,0,3,1,0
"ENSMUSG00000070084",0,0,0,0,0,0,0
"ENSMUSG00000106471",0,0,0,0,0,0,0
"ENSMUSG00000063672",2,3,8,0,3,1,2
"ENSMUSG00000031545",2667,2030,2920,2730,3291,2957,2386
"ENSMUSG00000103925",2,1,6,2,3,2,1
"ENSMUSG00000031546",424,346,521,813,725,755,591
"ENSMUSG00000015341",855,640,1015,1391,1311,1590,1196
"ENSMUSG00000077399",0,0,0,0,0,0,0
"ENSMUSG00000031548",6979,6214,8495,5426,6069,5597,4644
"ENSMUSG00000037492",9,8,3,3,2,5,6
"ENSMUSG00000109413",0,1,0,0,0,0,0
"ENSMUSG00000109158",0,0,0,0,0,0,0
"ENSMUSG00000053979",0,0,0,0,0,0,0
"ENSMUSG00000109419",0,0,0,0,0,0,0
"ENSMUSG00000109299",0,0,0,0,1,0,1
"ENSMUSG00000109141",0,0,1,0,2,0,0
"ENSMUSG00000097654",8,5,7,3,10,2,3
"ENSMUSG00000056313",1068,1004,1328,1235,986,1094,1258
"ENSMUSG00000108820",4,2,4,0,1,1,1
"ENSMUSG00000109237",1,1,1,0,0,1,0
"ENSMUSG00000031549",405,288,489,9,17,7,37
"ENSMUSG00000031551",2,4,5,3,2,3,9
"ENSMUSG00000031552",0,0,0,0,0,0,0
"ENSMUSG00000031553",0,0,0,5,2,2,3
"ENSMUSG00000089302",0,0,0,0,0,0,0
"ENSMUSG00000031554",2,3,8,48,28,34,28
"ENSMUSG00000037437",5,11,3,7,8,7,7
"ENSMUSG00000088736",0,0,0,0,0,0,0
"ENSMUSG00000031555",3295,2413,3693,2949,2821,2709,2668
"ENSMUSG00000031556",3319,3235,3603,1773,2072,1838,1740
"ENSMUSG00000037406",4,7,19,18,7,11,8
"ENSMUSG00000086289",0,0,0,0,0,0,0
"ENSMUSG00000031557",423,284,578,1201,1105,1154,1139
"ENSMUSG00000065954",2095,1466,2598,3963,4181,4496,3415
"ENSMUSG00000099142",0,0,0,0,0,0,0
"ENSMUSG00000074412",0,2,1,2,0,2,4
"ENSMUSG00000031565",1791,1317,2049,2474,3003,2815,2065
"ENSMUSG00000086134",1,1,2,2,3,1,7
"ENSMUSG00000037363",207,170,262,183,255,224,166
"ENSMUSG00000043794",4,8,6,10,5,8,7
"ENSMUSG00000054823",2940,1966,2986,3106,3210,3071,2741
"ENSMUSG00000084543",0,0,0,0,0,0,2
"ENSMUSG00000088037",0,0,0,0,0,0,0
"ENSMUSG00000088176",0,0,0,0,2,1,0
"ENSMUSG00000031570",523,482,612,1078,1032,971,688
"ENSMUSG00000061313",731,588,871,1090,1096,1178,830
"ENSMUSG00000091514",6,4,9,4,12,2,5
"ENSMUSG00000037316",937,586,1007,478,774,786,549
"ENSMUSG00000037296",390,343,437,485,546,501,466
"ENSMUSG00000031574",125,85,129,94,123,92,87
"ENSMUSG00000031575",889,736,1099,1447,1395,1441,954
"ENSMUSG00000031576",14,8,23,38,27,42,18
"ENSMUSG00000037260",1140,879,1344,1404,1396,1393,1158
"ENSMUSG00000037251",411,382,507,792,838,860,582
"ENSMUSG00000015994",1606,1392,1878,1895,1779,1982,1557
"ENSMUSG00000037234",2845,1974,3334,3098,3245,3301,3193
"ENSMUSG00000085437",0,0,0,0,1,1,1
"ENSMUSG00000013878",298,214,340,443,486,427,368
"ENSMUSG00000037214",148,106,152,130,116,129,111
"ENSMUSG00000105292",0,0,0,0,0,0,0
"ENSMUSG00000087981",0,0,0,0,0,0,0
"ENSMUSG00000100335",0,8,2,5,4,2,2
"ENSMUSG00000085795",475,404,600,766,744,874,531
"ENSMUSG00000031483",4862,3775,5810,4489,4367,4086,3537
"ENSMUSG00000091154",15,4,9,2,1,4,5
"ENSMUSG00000031485",4196,3727,4890,2316,2780,2355,2375
"ENSMUSG00000031486",816,660,1110,2065,1371,1718,1434
"ENSMUSG00000031487",131,202,216,253,217,298,164
"ENSMUSG00000031488",1035,898,1406,991,973,1253,721
"ENSMUSG00000097262",1,1,1,1,6,3,10
"ENSMUSG00000039720",0,0,0,0,0,0,0
"ENSMUSG00000031489",2,0,3,5,0,1,0
"ENSMUSG00000031490",386,358,447,1101,1091,1231,940
"ENSMUSG00000071138",0,0,0,0,0,0,0
"ENSMUSG00000031492",0,1,6,0,0,0,0
"ENSMUSG00000031491",0,0,7,0,0,2,7
"ENSMUSG00000065367",0,0,0,0,0,0,0
"ENSMUSG00000063932",0,0,0,0,0,0,0
"ENSMUSG00000074404",0,0,0,0,0,0,0
"ENSMUSG00000104743",0,0,0,0,0,0,0
"ENSMUSG00000064882",0,0,0,0,0,0,0
"ENSMUSG00000098056",5,5,9,5,7,6,3
"ENSMUSG00000097776",14,1,11,0,3,4,5
"ENSMUSG00000063626",0,3,3,4,11,3,6
"ENSMUSG00000097044",0,0,0,0,0,0,0
"ENSMUSG00000039661",13,6,20,7,9,15,3
"ENSMUSG00000039328",141,216,171,573,697,720,465
"ENSMUSG00000088252",0,1,1,1,5,7,0
"ENSMUSG00000031577",354,260,391,382,448,436,328
"ENSMUSG00000031578",409,399,419,725,805,608,620
"ENSMUSG00000046152",53,21,66,151,135,152,101
"ENSMUSG00000083588",0,0,0,0,0,0,0
"ENSMUSG00000088162",0,0,0,0,0,0,0
"ENSMUSG00000084524",0,0,0,0,0,0,0
"ENSMUSG00000093862",0,0,0,1,0,1,0
"ENSMUSG00000062991",312,238,294,1169,954,902,1128
"ENSMUSG00000097928",130,119,149,201,229,191,159
"ENSMUSG00000089370",0,0,0,0,0,0,0
"ENSMUSG00000079070",0,0,0,0,0,0,0
"ENSMUSG00000083557",9,4,3,8,6,5,3
"ENSMUSG00000031583",597,377,592,697,683,581,573
"ENSMUSG00000049184",123,132,144,295,272,312,172
"ENSMUSG00000048544",1,4,3,1,1,4,1
"ENSMUSG00000009628",46,37,48,79,87,63,73
"ENSMUSG00000009630",1387,1263,1713,1602,1638,1748,1527
"ENSMUSG00000052906",972,782,904,658,809,640,633
"ENSMUSG00000031584",5166,5017,5479,3288,4577,3683,3913
"ENSMUSG00000088856",4,5,3,5,4,12,2
"ENSMUSG00000049476",0,0,0,0,0,0,2
"ENSMUSG00000031585",416,393,424,636,635,533,438
"ENSMUSG00000094500",0,0,0,0,4,0,0
"ENSMUSG00000031586",2085,1493,2505,3851,3873,3746,2985
"ENSMUSG00000097442",1,2,1,5,6,13,8
"ENSMUSG00000098166",0,0,0,2,1,1,3
"ENSMUSG00000054618",64,108,82,195,235,113,158
"ENSMUSG00000031516",878,806,899,1105,1104,1187,857
"ENSMUSG00000097257",20,24,35,22,21,20,3
"ENSMUSG00000063412",0,0,0,0,0,0,0
"ENSMUSG00000071113",21,12,12,14,19,21,9
"ENSMUSG00000031513",930,784,1037,1239,1391,1413,1126
"ENSMUSG00000031532",4153,3723,5095,3256,3883,3890,3142
"ENSMUSG00000098785",0,1,1,3,1,6,3
"ENSMUSG00000100605",0,0,0,2,2,1,2
"ENSMUSG00000080434",0,0,0,1,0,0,0
"ENSMUSG00000095202",0,0,0,0,0,0,0
"ENSMUSG00000098046",1,2,1,0,0,2,0
"ENSMUSG00000056797",0,0,0,0,0,0,0
"ENSMUSG00000100435",0,0,0,0,0,0,0
"ENSMUSG00000031530",231,113,232,187,241,178,175
"ENSMUSG00000031529",897,486,1024,1005,1006,919,904
"ENSMUSG00000054247",0,2,0,0,0,0,2
"ENSMUSG00000097106",0,0,0,0,0,0,0
"ENSMUSG00000046794",108,69,190,197,201,220,201
"ENSMUSG00000031527",420,296,411,794,766,781,629
"ENSMUSG00000097357",122,55,77,63,60,74,37
"ENSMUSG00000070056",2569,1682,2255,1365,1629,1419,1334
"ENSMUSG00000088182",0,0,0,1,0,0,0
"ENSMUSG00000104820",0,0,0,0,0,0,0
"ENSMUSG00000109372",7,4,6,2,0,7,0
"ENSMUSG00000055976",21,31,30,83,40,67,39
"ENSMUSG00000080592",0,0,0,0,0,0,0
"ENSMUSG00000098181",0,0,0,0,0,0,1
"ENSMUSG00000050271",553,369,653,636,627,584,465
"ENSMUSG00000039633",345,223,243,234,228,249,191
"ENSMUSG00000098154",15,7,18,10,6,3,4
"ENSMUSG00000088051",0,0,0,0,0,0,0
"ENSMUSG00000039620",103,68,102,55,88,69,48
"ENSMUSG00000031523",914,733,1303,1438,1341,1521,1191
"ENSMUSG00000074384",178,176,205,348,346,296,238
"ENSMUSG00000065277",0,0,0,0,0,0,0
"ENSMUSG00000039539",1,1,0,0,1,0,0
"ENSMUSG00000081316",0,0,0,0,0,0,0
"ENSMUSG00000081517",1,0,0,0,0,0,0
"ENSMUSG00000065457",0,0,0,0,0,0,0
"ENSMUSG00000106007",0,0,0,0,0,0,0
"ENSMUSG00000077445",0,0,0,0,0,0,0
"ENSMUSG00000039530",1385,1135,1495,1425,1483,1470,1340
"ENSMUSG00000025044",30,16,32,482,383,295,415
"ENSMUSG00000031603",0,0,0,0,0,0,0
"ENSMUSG00000039478",436,386,508,356,367,384,290
"ENSMUSG00000098431",0,0,0,0,0,0,0
"ENSMUSG00000039470",168,131,180,259,232,245,206
"ENSMUSG00000031601",1209,976,1219,1541,1553,1730,1406
"ENSMUSG00000031600",1596,1177,1620,1385,1418,1403,1324
"ENSMUSG00000039431",89,57,110,146,138,121,92
"ENSMUSG00000046723",0,0,0,0,0,0,0
"ENSMUSG00000071937",0,0,0,0,0,0,0
"ENSMUSG00000046282",0,0,0,0,0,0,0
"ENSMUSG00000054033",0,0,0,0,0,0,0
"ENSMUSG00000098050",1,2,1,1,0,3,3
"ENSMUSG00000097474",0,0,0,0,2,3,0
"ENSMUSG00000031596",41,24,44,956,673,575,438
"ENSMUSG00000031595",7,2,14,229,162,266,124
"ENSMUSG00000045636",4653,3877,4515,2555,2742,2294,2375
"ENSMUSG00000084960",21,25,21,18,18,13,15
"ENSMUSG00000086773",0,0,0,0,2,0,0
"ENSMUSG00000085672",0,1,1,0,2,0,1
"ENSMUSG00000031594",1,1,6,3,4,7,8
"ENSMUSG00000085445",0,0,0,0,0,0,0
"ENSMUSG00000031592",2358,1633,2594,2942,2983,2613,2391
"ENSMUSG00000031591",3644,3620,3642,4059,4256,3744,3259
"ENSMUSG00000031590",669,592,695,1139,1194,1209,851
"ENSMUSG00000098149",2,4,8,3,3,2,1
"ENSMUSG00000094568",4,8,6,22,19,17,7
"ENSMUSG00000102046",0,0,0,0,0,0,0
"ENSMUSG00000108069",0,0,0,0,0,0,0
"ENSMUSG00000095057",0,0,0,0,0,0,0
"ENSMUSG00000053038",5,4,6,14,8,14,10
"ENSMUSG00000077755",0,0,0,0,0,0,0
"ENSMUSG00000088312",0,0,0,0,0,0,0
"ENSMUSG00000031651",0,0,0,0,0,0,0
"ENSMUSG00000091490",0,0,0,0,0,0,0
"ENSMUSG00000051176",0,0,0,0,0,0,0
"ENSMUSG00000084702",0,0,0,0,0,0,0
"ENSMUSG00000063900",0,0,0,0,0,0,0
"ENSMUSG00000048516",0,0,0,0,0,0,0
"ENSMUSG00000050190",0,0,0,0,0,0,0
"ENSMUSG00000079058",0,0,0,0,0,0,0
"ENSMUSG00000080348",0,0,0,0,0,0,0
"ENSMUSG00000102378",0,0,0,0,0,0,0
"ENSMUSG00000092685",0,0,0,0,0,0,0
"ENSMUSG00000088523",0,0,0,0,0,0,0
"ENSMUSG00000070047",3097,2269,3218,8563,9658,8168,6408
"ENSMUSG00000097491",2,2,0,7,9,7,1
"ENSMUSG00000066158",0,0,0,1,1,1,0
"ENSMUSG00000054764",0,0,0,0,0,0,0
"ENSMUSG00000031645",0,0,0,0,1,0,0
"ENSMUSG00000031640",5,5,7,2,0,1,2
"ENSMUSG00000079057",199,111,223,843,727,803,595
"ENSMUSG00000070044",2364,1336,2511,1431,1660,1663,1307
"ENSMUSG00000031639",445,340,560,825,852,817,737
"ENSMUSG00000031626",749,463,807,2629,2407,2400,1726
"ENSMUSG00000105754",0,0,0,0,0,0,0
"ENSMUSG00000077499",0,0,0,0,0,0,0
"ENSMUSG00000084954",0,0,0,0,1,0,0
"ENSMUSG00000085440",0,7,5,7,9,14,4
"ENSMUSG00000084994",0,0,0,0,0,0,0
"ENSMUSG00000080378",0,0,0,0,0,0,0
"ENSMUSG00000031636",88,41,64,130,100,121,113
"ENSMUSG00000071104",2,2,0,0,5,2,2
"ENSMUSG00000087542",0,0,1,0,2,0,0
"ENSMUSG00000071103",309,240,338,355,425,415,280
"ENSMUSG00000031634",1174,1096,1315,1172,1227,952,889
"ENSMUSG00000050914",10,14,24,20,56,56,35
"ENSMUSG00000031637",14,15,8,24,25,34,10
"ENSMUSG00000038291",1080,817,1123,444,534,437,487
"ENSMUSG00000088629",0,0,1,0,1,1,0
"ENSMUSG00000031631",707,500,776,737,784,694,563
"ENSMUSG00000086279",11,8,17,2,4,4,2
"ENSMUSG00000031633",9835,8615,11362,6950,7475,6929,5878
"ENSMUSG00000074978",0,0,0,1,1,1,1
"ENSMUSG00000092897",0,0,0,0,0,0,0
"ENSMUSG00000071102",3,5,1,1,3,3,3
"ENSMUSG00000089561",0,0,0,0,0,0,0
"ENSMUSG00000047171",0,0,0,0,0,0,0
"ENSMUSG00000018796",15680,12983,16485,3002,4490,3122,3566
"ENSMUSG00000031629",14,9,18,38,60,57,41
"ENSMUSG00000038225",203,177,262,317,286,342,252
"ENSMUSG00000031628",392,240,498,563,573,468,455
"ENSMUSG00000097534",15,10,26,37,69,64,59
"ENSMUSG00000031627",702,467,783,1119,1209,1061,1007
"ENSMUSG00000038173",2081,1055,2350,843,906,706,934
"ENSMUSG00000086190",0,0,0,0,0,0,1
"ENSMUSG00000038143",446,269,460,662,843,814,640
"ENSMUSG00000097922",2,2,3,3,2,4,1
"ENSMUSG00000060559",12,3,15,6,8,9,9
"ENSMUSG00000092710",0,0,0,0,0,0,0
"ENSMUSG00000038102",1567,1125,1827,1377,1457,1395,1319
"ENSMUSG00000031568",1089,833,1105,782,984,927,818
"ENSMUSG00000098402",0,0,0,0,0,0,0
"ENSMUSG00000062458",2,1,3,3,5,11,0
